fact_id,query_id,write_fact_A,query_B,expected_output_A
User_002076_F2,User_002076_Q2,User_002076 memiliki peliharaan Kelinci bernama Coco.,Siapa nama peliharaan User_002076?,Coco
User_016972_F2,User_016972_Q2,User_016972 memiliki peliharaan Kura-kura bernama Milo.,Siapa nama peliharaan User_016972?,Milo
User_009480_F0,User_009480_Q0,User_009480 tinggal di kota Samarinda.,Di kota mana User_009480 tinggal?,Samarinda
User_018595_F2,User_018595_Q2,User_018595 memiliki peliharaan Anjing bernama Leo.,Siapa nama peliharaan User_018595?,Leo
User_013049_F3,User_013049_Q3,Mobil yang dimiliki User_013049 adalah Toyota berwarna Hitam.,Apa merek mobil User_013049?,Toyota
User_008557_F0,User_008557_Q0,User_008557 tinggal di kota Pontianak.,Di kota mana User_008557 tinggal?,Pontianak
User_000629_F1,User_000629_Q1,User_000629 bekerja sebagai Penulis.,Apa pekerjaan User_000629?,Penulis
User_020736_F1,User_020736_Q1,User_020736 bekerja sebagai Insinyur.,Apa pekerjaan User_020736?,Insinyur
User_015822_F0,User_015822_Q0,User_015822 tinggal di kota Denpasar.,Di kota mana User_015822 tinggal?,Denpasar
User_013560_F3,User_013560_Q3,Mobil yang dimiliki User_013560 adalah Nissan berwarna Cokelat.,Apa merek mobil User_013560?,Nissan
User_013806_F2,User_013806_Q2,User_013806 memiliki peliharaan Kura-kura bernama Leo.,Siapa nama peliharaan User_013806?,Leo
User_006155_F0,User_006155_Q0,User_006155 tinggal di kota Banjarmasin.,Di kota mana User_006155 tinggal?,Banjarmasin
User_013627_F3,User_013627_Q3,Mobil yang dimiliki User_013627 adalah BMW berwarna Hitam.,Apa merek mobil User_013627?,BMW
User_022605_F2,User_022605_Q2,User_022605 memiliki peliharaan Bebek bernama Charlie.,Siapa nama peliharaan User_022605?,Charlie
User_023299_F4,User_023299_Q4,User_023299 baru membeli Honda warna Kuning.,Apa warna mobil User_023299?,Kuning
User_011767_F1,User_011767_Q1,User_011767 bekerja sebagai Desainer.,Apa pekerjaan User_011767?,Desainer
User_026523_F3,User_026523_Q3,Mobil yang dimiliki User_026523 adalah Ford berwarna Merah.,Apa merek mobil User_026523?,Ford
User_003070_F1,User_003070_Q1,User_003070 bekerja sebagai Penulis.,Apa pekerjaan User_003070?,Penulis
User_002624_F4,User_002624_Q4,User_002624 baru membeli BMW warna Hitam.,Apa warna mobil User_002624?,Hitam
User_008622_F1,User_008622_Q1,User_008622 bekerja sebagai Desainer.,Apa pekerjaan User_008622?,Desainer
User_022911_F3,User_022911_Q3,Mobil yang dimiliki User_022911 adalah Mazda berwarna Putih.,Apa merek mobil User_022911?,Mazda
User_019758_F2,User_019758_Q2,User_019758 memiliki peliharaan Bebek bernama Leo.,Siapa nama peliharaan User_019758?,Leo
User_025120_F3,User_025120_Q3,Mobil yang dimiliki User_025120 adalah Mitsubishi berwarna Cokelat.,Apa merek mobil User_025120?,Mitsubishi
User_021987_F0,User_021987_Q0,User_021987 tinggal di kota Pontianak.,Di kota mana User_021987 tinggal?,Pontianak
User_002555_F0,User_002555_Q0,User_002555 tinggal di kota Makassar.,Di kota mana User_002555 tinggal?,Makassar
User_028141_F4,User_028141_Q4,User_028141 baru membeli Mitsubishi warna Cokelat.,Apa warna mobil User_028141?,Cokelat
User_014139_F4,User_014139_Q4,User_014139 baru membeli Daihatsu warna Hijau.,Apa warna mobil User_014139?,Hijau
User_021633_F2,User_021633_Q2,User_021633 memiliki peliharaan Anjing bernama Luna.,Siapa nama peliharaan User_021633?,Luna
User_015505_F2,User_015505_Q2,User_015505 memiliki peliharaan Kucing bernama Daisy.,Siapa nama peliharaan User_015505?,Daisy
User_003126_F4,User_003126_Q4,User_003126 baru membeli Honda warna Kuning.,Apa warna mobil User_003126?,Kuning
User_011912_F3,User_011912_Q3,Mobil yang dimiliki User_011912 adalah Hyundai berwarna Hijau.,Apa merek mobil User_011912?,Hyundai
User_008730_F1,User_008730_Q1,User_008730 bekerja sebagai Dokter.,Apa pekerjaan User_008730?,Dokter
User_010852_F1,User_010852_Q1,User_010852 bekerja sebagai Insinyur.,Apa pekerjaan User_010852?,Insinyur
User_009721_F3,User_009721_Q3,Mobil yang dimiliki User_009721 adalah Mazda berwarna Hijau.,Apa merek mobil User_009721?,Mazda
User_010805_F4,User_010805_Q4,User_010805 baru membeli Hyundai warna Hitam.,Apa warna mobil User_010805?,Hitam
User_008457_F2,User_008457_Q2,User_008457 memiliki peliharaan Ayam bernama Max.,Siapa nama peliharaan User_008457?,Max
User_008780_F4,User_008780_Q4,User_008780 baru membeli Suzuki warna Hijau.,Apa warna mobil User_008780?,Hijau
User_016852_F3,User_016852_Q3,Mobil yang dimiliki User_016852 adalah Daihatsu berwarna Ungu.,Apa merek mobil User_016852?,Daihatsu
User_017871_F0,User_017871_Q0,User_017871 tinggal di kota Padang.,Di kota mana User_017871 tinggal?,Padang
User_000566_F3,User_000566_Q3,Mobil yang dimiliki User_000566 adalah Hyundai berwarna Kuning.,Apa merek mobil User_000566?,Hyundai
User_027763_F0,User_027763_Q0,User_027763 tinggal di kota Jakarta.,Di kota mana User_027763 tinggal?,Jakarta
User_025510_F0,User_025510_Q0,User_025510 tinggal di kota Balikpapan.,Di kota mana User_025510 tinggal?,Balikpapan
User_015575_F0,User_015575_Q0,User_015575 tinggal di kota Denpasar.,Di kota mana User_015575 tinggal?,Denpasar
User_017797_F4,User_017797_Q4,User_017797 baru membeli Nissan warna Cokelat.,Apa warna mobil User_017797?,Cokelat
User_015694_F3,User_015694_Q3,Mobil yang dimiliki User_015694 adalah Honda berwarna Putih.,Apa merek mobil User_015694?,Honda
User_004834_F0,User_004834_Q0,User_004834 tinggal di kota Jakarta.,Di kota mana User_004834 tinggal?,Jakarta
User_017936_F1,User_017936_Q1,User_017936 bekerja sebagai Nelayan.,Apa pekerjaan User_017936?,Nelayan
User_017284_F1,User_017284_Q1,User_017284 bekerja sebagai Wartawan.,Apa pekerjaan User_017284?,Wartawan
User_027665_F2,User_027665_Q2,User_027665 memiliki peliharaan Ikan bernama Daisy.,Siapa nama peliharaan User_027665?,Daisy
User_022248_F1,User_022248_Q1,User_022248 bekerja sebagai Nelayan.,Apa pekerjaan User_022248?,Nelayan
User_026234_F1,User_026234_Q1,User_026234 bekerja sebagai Koki.,Apa pekerjaan User_026234?,Koki
User_022393_F3,User_022393_Q3,Mobil yang dimiliki User_022393 adalah Hyundai berwarna Cokelat.,Apa merek mobil User_022393?,Hyundai
User_009683_F2,User_009683_Q2,User_009683 memiliki peliharaan Musang bernama Coco.,Siapa nama peliharaan User_009683?,Coco
User_017300_F4,User_017300_Q4,User_017300 baru membeli Honda warna Merah.,Apa warna mobil User_017300?,Merah
User_019376_F0,User_019376_Q0,User_019376 tinggal di kota Makassar.,Di kota mana User_019376 tinggal?,Makassar
User_011287_F1,User_011287_Q1,User_011287 bekerja sebagai Insinyur.,Apa pekerjaan User_011287?,Insinyur
User_023159_F0,User_023159_Q0,User_023159 tinggal di kota Pekanbaru.,Di kota mana User_023159 tinggal?,Pekanbaru
User_024648_F1,User_024648_Q1,User_024648 bekerja sebagai Tentara.,Apa pekerjaan User_024648?,Tentara
User_024799_F3,User_024799_Q3,Mobil yang dimiliki User_024799 adalah Mazda berwarna Abu-abu.,Apa merek mobil User_024799?,Mazda
User_016664_F3,User_016664_Q3,Mobil yang dimiliki User_016664 adalah Mazda berwarna Ungu.,Apa merek mobil User_016664?,Mazda
User_012738_F2,User_012738_Q2,User_012738 memiliki peliharaan Kelinci bernama Molly.,Siapa nama peliharaan User_012738?,Molly
User_005762_F4,User_005762_Q4,User_005762 baru membeli Mazda warna Hijau.,Apa warna mobil User_005762?,Hijau
User_024582_F3,User_024582_Q3,Mobil yang dimiliki User_024582 adalah Hyundai berwarna Putih.,Apa merek mobil User_024582?,Hyundai
User_027386_F3,User_027386_Q3,Mobil yang dimiliki User_027386 adalah Hyundai berwarna Abu-abu.,Apa merek mobil User_027386?,Hyundai
User_001175_F4,User_001175_Q4,User_001175 baru membeli Suzuki warna Oranye.,Apa warna mobil User_001175?,Oranye
User_017463_F1,User_017463_Q1,User_017463 bekerja sebagai Penulis.,Apa pekerjaan User_017463?,Penulis
User_018387_F4,User_018387_Q4,User_018387 baru membeli Ford warna Merah.,Apa warna mobil User_018387?,Merah
User_029221_F0,User_029221_Q0,User_029221 tinggal di kota Malang.,Di kota mana User_029221 tinggal?,Malang
User_027671_F2,User_027671_Q2,User_027671 memiliki peliharaan Kucing bernama Molly.,Siapa nama peliharaan User_027671?,Molly
User_002320_F2,User_002320_Q2,User_002320 memiliki peliharaan Musang bernama Leo.,Siapa nama peliharaan User_002320?,Leo
User_011391_F3,User_011391_Q3,Mobil yang dimiliki User_011391 adalah Mitsubishi berwarna Cokelat.,Apa merek mobil User_011391?,Mitsubishi
User_005299_F3,User_005299_Q3,Mobil yang dimiliki User_005299 adalah BMW berwarna Merah.,Apa merek mobil User_005299?,BMW
User_004267_F4,User_004267_Q4,User_004267 baru membeli Nissan warna Putih.,Apa warna mobil User_004267?,Putih
User_000654_F1,User_000654_Q1,User_000654 bekerja sebagai Seniman.,Apa pekerjaan User_000654?,Seniman
User_019849_F3,User_019849_Q3,Mobil yang dimiliki User_019849 adalah Mitsubishi berwarna Biru.,Apa merek mobil User_019849?,Mitsubishi
User_021696_F3,User_021696_Q3,Mobil yang dimiliki User_021696 adalah Ford berwarna Kuning.,Apa merek mobil User_021696?,Ford
User_025128_F1,User_025128_Q1,User_025128 bekerja sebagai Petani.,Apa pekerjaan User_025128?,Petani
User_012859_F1,User_012859_Q1,User_012859 bekerja sebagai Programmer.,Apa pekerjaan User_012859?,Programmer
User_009146_F1,User_009146_Q1,User_009146 bekerja sebagai Penulis.,Apa pekerjaan User_009146?,Penulis
User_018212_F3,User_018212_Q3,Mobil yang dimiliki User_018212 adalah BMW berwarna Abu-abu.,Apa merek mobil User_018212?,BMW
User_019103_F3,User_019103_Q3,Mobil yang dimiliki User_019103 adalah Toyota berwarna Oranye.,Apa merek mobil User_019103?,Toyota
User_028370_F4,User_028370_Q4,User_028370 baru membeli Hyundai warna Hitam.,Apa warna mobil User_028370?,Hitam
User_020949_F2,User_020949_Q2,User_020949 memiliki peliharaan Kucing bernama Leo.,Siapa nama peliharaan User_020949?,Leo
User_022392_F2,User_022392_Q2,User_022392 memiliki peliharaan Burung bernama Daisy.,Siapa nama peliharaan User_022392?,Daisy
User_020626_F2,User_020626_Q2,User_020626 memiliki peliharaan Hamster bernama Bella.,Siapa nama peliharaan User_020626?,Bella
User_022559_F2,User_022559_Q2,User_022559 memiliki peliharaan Kelinci bernama Simba.,Siapa nama peliharaan User_022559?,Simba
User_004804_F4,User_004804_Q4,User_004804 baru membeli Nissan warna Abu-abu.,Apa warna mobil User_004804?,Abu-abu
User_016336_F0,User_016336_Q0,User_016336 tinggal di kota Padang.,Di kota mana User_016336 tinggal?,Padang
User_011563_F1,User_011563_Q1,User_011563 bekerja sebagai Polisi.,Apa pekerjaan User_011563?,Polisi
User_018273_F2,User_018273_Q2,User_018273 memiliki peliharaan Ayam bernama Kiko.,Siapa nama peliharaan User_018273?,Kiko
User_022126_F1,User_022126_Q1,User_022126 bekerja sebagai Petani.,Apa pekerjaan User_022126?,Petani
User_018565_F2,User_018565_Q2,User_018565 memiliki peliharaan Kucing bernama Milo.,Siapa nama peliharaan User_018565?,Milo
User_014061_F4,User_014061_Q4,User_014061 baru membeli Mitsubishi warna Hijau.,Apa warna mobil User_014061?,Hijau
User_013847_F2,User_013847_Q2,User_013847 memiliki peliharaan Musang bernama Bubu.,Siapa nama peliharaan User_013847?,Bubu
User_007086_F1,User_007086_Q1,User_007086 bekerja sebagai Tentara.,Apa pekerjaan User_007086?,Tentara
User_021275_F0,User_021275_Q0,User_021275 tinggal di kota Bandung.,Di kota mana User_021275 tinggal?,Bandung
User_018384_F0,User_018384_Q0,User_018384 tinggal di kota Surabaya.,Di kota mana User_018384 tinggal?,Surabaya
User_000740_F3,User_000740_Q3,Mobil yang dimiliki User_000740 adalah Mitsubishi berwarna Merah.,Apa merek mobil User_000740?,Mitsubishi
User_002451_F4,User_002451_Q4,User_002451 baru membeli Mazda warna Hijau.,Apa warna mobil User_002451?,Hijau
User_005174_F2,User_005174_Q2,User_005174 memiliki peliharaan Kelinci bernama Molly.,Siapa nama peliharaan User_005174?,Molly
User_016427_F0,User_016427_Q0,User_016427 tinggal di kota Samarinda.,Di kota mana User_016427 tinggal?,Samarinda
User_004546_F2,User_004546_Q2,User_004546 memiliki peliharaan Kelinci bernama Bella.,Siapa nama peliharaan User_004546?,Bella
User_027950_F0,User_027950_Q0,User_027950 tinggal di kota Medan.,Di kota mana User_027950 tinggal?,Medan
User_023049_F1,User_023049_Q1,User_023049 bekerja sebagai Dokter.,Apa pekerjaan User_023049?,Dokter
User_019567_F3,User_019567_Q3,Mobil yang dimiliki User_019567 adalah Suzuki berwarna Putih.,Apa merek mobil User_019567?,Suzuki
User_023516_F2,User_023516_Q2,User_023516 memiliki peliharaan Kura-kura bernama Milo.,Siapa nama peliharaan User_023516?,Milo
User_016160_F3,User_016160_Q3,Mobil yang dimiliki User_016160 adalah Mazda berwarna Ungu.,Apa merek mobil User_016160?,Mazda
User_028789_F1,User_028789_Q1,User_028789 bekerja sebagai Nelayan.,Apa pekerjaan User_028789?,Nelayan
User_004766_F2,User_004766_Q2,User_004766 memiliki peliharaan Burung bernama Rocky.,Siapa nama peliharaan User_004766?,Rocky
User_004704_F2,User_004704_Q2,User_004704 memiliki peliharaan Ikan bernama Kiko.,Siapa nama peliharaan User_004704?,Kiko
User_019350_F2,User_019350_Q2,User_019350 memiliki peliharaan Kucing bernama Mochi.,Siapa nama peliharaan User_019350?,Mochi
User_017450_F0,User_017450_Q0,User_017450 tinggal di kota Manado.,Di kota mana User_017450 tinggal?,Manado
User_003748_F4,User_003748_Q4,User_003748 baru membeli BMW warna Ungu.,Apa warna mobil User_003748?,Ungu
User_021556_F0,User_021556_Q0,User_021556 tinggal di kota Bandung.,Di kota mana User_021556 tinggal?,Bandung
User_009428_F0,User_009428_Q0,User_009428 tinggal di kota Ambon.,Di kota mana User_009428 tinggal?,Ambon
User_029857_F1,User_029857_Q1,User_029857 bekerja sebagai Arsitek.,Apa pekerjaan User_029857?,Arsitek
User_012712_F4,User_012712_Q4,User_012712 baru membeli Mitsubishi warna Oranye.,Apa warna mobil User_012712?,Oranye
User_011189_F1,User_011189_Q1,User_011189 bekerja sebagai Polisi.,Apa pekerjaan User_011189?,Polisi
User_010321_F3,User_010321_Q3,Mobil yang dimiliki User_010321 adalah Mitsubishi berwarna Ungu.,Apa merek mobil User_010321?,Mitsubishi
User_013660_F1,User_013660_Q1,User_013660 bekerja sebagai Guru.,Apa pekerjaan User_013660?,Guru
User_002230_F4,User_002230_Q4,User_002230 baru membeli Honda warna Hitam.,Apa warna mobil User_002230?,Hitam
User_011155_F4,User_011155_Q4,User_011155 baru membeli Toyota warna Ungu.,Apa warna mobil User_011155?,Ungu
User_012450_F4,User_012450_Q4,User_012450 baru membeli Ford warna Merah.,Apa warna mobil User_012450?,Merah
User_002505_F0,User_002505_Q0,User_002505 tinggal di kota Medan.,Di kota mana User_002505 tinggal?,Medan
User_022087_F0,User_022087_Q0,User_022087 tinggal di kota Medan.,Di kota mana User_022087 tinggal?,Medan
User_022669_F1,User_022669_Q1,User_022669 bekerja sebagai Penulis.,Apa pekerjaan User_022669?,Penulis
User_000022_F4,User_000022_Q4,User_000022 baru membeli BMW warna Cokelat.,Apa warna mobil User_000022?,Cokelat
User_003885_F4,User_003885_Q4,User_003885 baru membeli Hyundai warna Merah.,Apa warna mobil User_003885?,Merah
User_010850_F1,User_010850_Q1,User_010850 bekerja sebagai Guru.,Apa pekerjaan User_010850?,Guru
User_012059_F0,User_012059_Q0,User_012059 tinggal di kota Surabaya.,Di kota mana User_012059 tinggal?,Surabaya
User_003515_F4,User_003515_Q4,User_003515 baru membeli BMW warna Putih.,Apa warna mobil User_003515?,Putih
User_003368_F0,User_003368_Q0,User_003368 tinggal di kota Balikpapan.,Di kota mana User_003368 tinggal?,Balikpapan
User_006079_F4,User_006079_Q4,User_006079 baru membeli Suzuki warna Putih.,Apa warna mobil User_006079?,Putih
User_016246_F0,User_016246_Q0,User_016246 tinggal di kota Ambon.,Di kota mana User_016246 tinggal?,Ambon
User_008564_F2,User_008564_Q2,User_008564 memiliki peliharaan Kelinci bernama Milo.,Siapa nama peliharaan User_008564?,Milo
User_007542_F2,User_007542_Q2,User_007542 memiliki peliharaan Kelinci bernama Molly.,Siapa nama peliharaan User_007542?,Molly
User_011205_F1,User_011205_Q1,User_011205 bekerja sebagai Programmer.,Apa pekerjaan User_011205?,Programmer
User_017438_F1,User_017438_Q1,User_017438 bekerja sebagai Tentara.,Apa pekerjaan User_017438?,Tentara
User_007007_F0,User_007007_Q0,User_007007 tinggal di kota Makassar.,Di kota mana User_007007 tinggal?,Makassar
User_022644_F4,User_022644_Q4,User_022644 baru membeli Nissan warna Putih.,Apa warna mobil User_022644?,Putih
User_011098_F3,User_011098_Q3,Mobil yang dimiliki User_011098 adalah Honda berwarna Biru.,Apa merek mobil User_011098?,Honda
User_015301_F1,User_015301_Q1,User_015301 bekerja sebagai Desainer.,Apa pekerjaan User_015301?,Desainer
User_028953_F0,User_028953_Q0,User_028953 tinggal di kota Malang.,Di kota mana User_028953 tinggal?,Malang
User_021687_F1,User_021687_Q1,User_021687 bekerja sebagai Nelayan.,Apa pekerjaan User_021687?,Nelayan
User_012821_F4,User_012821_Q4,User_012821 baru membeli Nissan warna Kuning.,Apa warna mobil User_012821?,Kuning
User_018630_F0,User_018630_Q0,User_018630 tinggal di kota Pekanbaru.,Di kota mana User_018630 tinggal?,Pekanbaru
User_001894_F3,User_001894_Q3,Mobil yang dimiliki User_001894 adalah BMW berwarna Cokelat.,Apa merek mobil User_001894?,BMW
User_023770_F3,User_023770_Q3,Mobil yang dimiliki User_023770 adalah Toyota berwarna Abu-abu.,Apa merek mobil User_023770?,Toyota
User_017542_F4,User_017542_Q4,User_017542 baru membeli Ford warna Kuning.,Apa warna mobil User_017542?,Kuning
User_011309_F4,User_011309_Q4,User_011309 baru membeli Hyundai warna Biru.,Apa warna mobil User_011309?,Biru
User_000290_F3,User_000290_Q3,Mobil yang dimiliki User_000290 adalah BMW berwarna Ungu.,Apa merek mobil User_000290?,BMW
User_013685_F3,User_013685_Q3,Mobil yang dimiliki User_013685 adalah Honda berwarna Oranye.,Apa merek mobil User_013685?,Honda
User_020956_F3,User_020956_Q3,Mobil yang dimiliki User_020956 adalah Mazda berwarna Biru.,Apa merek mobil User_020956?,Mazda
User_002677_F2,User_002677_Q2,User_002677 memiliki peliharaan Bebek bernama Bella.,Siapa nama peliharaan User_002677?,Bella
User_004690_F4,User_004690_Q4,User_004690 baru membeli Honda warna Abu-abu.,Apa warna mobil User_004690?,Abu-abu
User_023888_F2,User_023888_Q2,User_023888 memiliki peliharaan Anjing bernama Kiko.,Siapa nama peliharaan User_023888?,Kiko
User_021787_F0,User_021787_Q0,User_021787 tinggal di kota Malang.,Di kota mana User_021787 tinggal?,Malang
User_006999_F0,User_006999_Q0,User_006999 tinggal di kota Mataram.,Di kota mana User_006999 tinggal?,Mataram
User_024199_F3,User_024199_Q3,Mobil yang dimiliki User_024199 adalah Nissan berwarna Hijau.,Apa merek mobil User_024199?,Nissan
User_027701_F3,User_027701_Q3,Mobil yang dimiliki User_027701 adalah Ford berwarna Kuning.,Apa merek mobil User_027701?,Ford
User_028151_F4,User_028151_Q4,User_028151 baru membeli Ford warna Putih.,Apa warna mobil User_028151?,Putih
User_003374_F4,User_003374_Q4,User_003374 baru membeli Mazda warna Hitam.,Apa warna mobil User_003374?,Hitam
User_018836_F0,User_018836_Q0,User_018836 tinggal di kota Samarinda.,Di kota mana User_018836 tinggal?,Samarinda
User_010386_F0,User_010386_Q0,User_010386 tinggal di kota Jakarta.,Di kota mana User_010386 tinggal?,Jakarta
User_003369_F3,User_003369_Q3,Mobil yang dimiliki User_003369 adalah Honda berwarna Hijau.,Apa merek mobil User_003369?,Honda
User_002432_F2,User_002432_Q2,User_002432 memiliki peliharaan Musang bernama Simba.,Siapa nama peliharaan User_002432?,Simba
User_008088_F3,User_008088_Q3,Mobil yang dimiliki User_008088 adalah Honda berwarna Hitam.,Apa merek mobil User_008088?,Honda
User_021252_F2,User_021252_Q2,User_021252 memiliki peliharaan Bebek bernama Charlie.,Siapa nama peliharaan User_021252?,Charlie
User_013157_F1,User_013157_Q1,User_013157 bekerja sebagai Nelayan.,Apa pekerjaan User_013157?,Nelayan
User_020551_F1,User_020551_Q1,User_020551 bekerja sebagai Arsitek.,Apa pekerjaan User_020551?,Arsitek
User_014517_F2,User_014517_Q2,User_014517 memiliki peliharaan Bebek bernama Simba.,Siapa nama peliharaan User_014517?,Simba
User_013951_F3,User_013951_Q3,Mobil yang dimiliki User_013951 adalah Mitsubishi berwarna Abu-abu.,Apa merek mobil User_013951?,Mitsubishi
User_021576_F0,User_021576_Q0,User_021576 tinggal di kota Mataram.,Di kota mana User_021576 tinggal?,Mataram
User_019916_F2,User_019916_Q2,User_019916 memiliki peliharaan Ikan bernama Kiko.,Siapa nama peliharaan User_019916?,Kiko
User_019397_F2,User_019397_Q2,User_019397 memiliki peliharaan Ikan bernama Coco.,Siapa nama peliharaan User_019397?,Coco
User_004827_F1,User_004827_Q1,User_004827 bekerja sebagai Programmer.,Apa pekerjaan User_004827?,Programmer
User_014474_F0,User_014474_Q0,User_014474 tinggal di kota Pontianak.,Di kota mana User_014474 tinggal?,Pontianak
User_009679_F2,User_009679_Q2,User_009679 memiliki peliharaan Kura-kura bernama Mochi.,Siapa nama peliharaan User_009679?,Mochi
User_000977_F3,User_000977_Q3,Mobil yang dimiliki User_000977 adalah BMW berwarna Hitam.,Apa merek mobil User_000977?,BMW
User_007340_F1,User_007340_Q1,User_007340 bekerja sebagai Guru.,Apa pekerjaan User_007340?,Guru
User_029058_F3,User_029058_Q3,Mobil yang dimiliki User_029058 adalah Nissan berwarna Hijau.,Apa merek mobil User_029058?,Nissan
User_022152_F4,User_022152_Q4,User_022152 baru membeli Ford warna Abu-abu.,Apa warna mobil User_022152?,Abu-abu
User_028227_F4,User_028227_Q4,User_028227 baru membeli Toyota warna Cokelat.,Apa warna mobil User_028227?,Cokelat
User_010057_F4,User_010057_Q4,User_010057 baru membeli Nissan warna Biru.,Apa warna mobil User_010057?,Biru
User_010522_F0,User_010522_Q0,User_010522 tinggal di kota Semarang.,Di kota mana User_010522 tinggal?,Semarang
User_008964_F0,User_008964_Q0,User_008964 tinggal di kota Pekanbaru.,Di kota mana User_008964 tinggal?,Pekanbaru
User_026556_F2,User_026556_Q2,User_026556 memiliki peliharaan Ayam bernama Molly.,Siapa nama peliharaan User_026556?,Molly
User_019407_F4,User_019407_Q4,User_019407 baru membeli Mitsubishi warna Abu-abu.,Apa warna mobil User_019407?,Abu-abu
User_021737_F0,User_021737_Q0,User_021737 tinggal di kota Surabaya.,Di kota mana User_021737 tinggal?,Surabaya
User_014171_F4,User_014171_Q4,User_014171 baru membeli Daihatsu warna Kuning.,Apa warna mobil User_014171?,Kuning
User_013234_F3,User_013234_Q3,Mobil yang dimiliki User_013234 adalah Ford berwarna Merah.,Apa merek mobil User_013234?,Ford
User_026305_F4,User_026305_Q4,User_026305 baru membeli Hyundai warna Hitam.,Apa warna mobil User_026305?,Hitam
User_018637_F0,User_018637_Q0,User_018637 tinggal di kota Semarang.,Di kota mana User_018637 tinggal?,Semarang
User_011033_F4,User_011033_Q4,User_011033 baru membeli Suzuki warna Kuning.,Apa warna mobil User_011033?,Kuning
User_011689_F3,User_011689_Q3,Mobil yang dimiliki User_011689 adalah Nissan berwarna Kuning.,Apa merek mobil User_011689?,Nissan
User_014749_F2,User_014749_Q2,User_014749 memiliki peliharaan Ayam bernama Oyen.,Siapa nama peliharaan User_014749?,Oyen
User_004233_F0,User_004233_Q0,User_004233 tinggal di kota Ambon.,Di kota mana User_004233 tinggal?,Ambon
User_015588_F2,User_015588_Q2,User_015588 memiliki peliharaan Kucing bernama Coco.,Siapa nama peliharaan User_015588?,Coco
User_025698_F2,User_025698_Q2,User_025698 memiliki peliharaan Kura-kura bernama Oyen.,Siapa nama peliharaan User_025698?,Oyen
User_009098_F1,User_009098_Q1,User_009098 bekerja sebagai Polisi.,Apa pekerjaan User_009098?,Polisi
User_024109_F2,User_024109_Q2,User_024109 memiliki peliharaan Hamster bernama Charlie.,Siapa nama peliharaan User_024109?,Charlie
User_017782_F1,User_017782_Q1,User_017782 bekerja sebagai Polisi.,Apa pekerjaan User_017782?,Polisi
User_020202_F1,User_020202_Q1,User_020202 bekerja sebagai Dokter.,Apa pekerjaan User_020202?,Dokter
User_023575_F2,User_023575_Q2,User_023575 memiliki peliharaan Kura-kura bernama Leo.,Siapa nama peliharaan User_023575?,Leo
User_027655_F1,User_027655_Q1,User_027655 bekerja sebagai Tentara.,Apa pekerjaan User_027655?,Tentara
User_009644_F1,User_009644_Q1,User_009644 bekerja sebagai Desainer.,Apa pekerjaan User_009644?,Desainer
User_003595_F4,User_003595_Q4,User_003595 baru membeli Daihatsu warna Ungu.,Apa warna mobil User_003595?,Ungu
User_029744_F0,User_029744_Q0,User_029744 tinggal di kota Manado.,Di kota mana User_029744 tinggal?,Manado
User_028098_F0,User_028098_Q0,User_028098 tinggal di kota Palembang.,Di kota mana User_028098 tinggal?,Palembang
User_011930_F3,User_011930_Q3,Mobil yang dimiliki User_011930 adalah Honda berwarna Kuning.,Apa merek mobil User_011930?,Honda
User_020739_F3,User_020739_Q3,Mobil yang dimiliki User_020739 adalah Mitsubishi berwarna Kuning.,Apa merek mobil User_020739?,Mitsubishi
User_012073_F3,User_012073_Q3,Mobil yang dimiliki User_012073 adalah Mazda berwarna Hijau.,Apa merek mobil User_012073?,Mazda
User_011114_F3,User_011114_Q3,Mobil yang dimiliki User_011114 adalah Toyota berwarna Cokelat.,Apa merek mobil User_011114?,Toyota
User_023815_F2,User_023815_Q2,User_023815 memiliki peliharaan Musang bernama Bubu.,Siapa nama peliharaan User_023815?,Bubu
User_002319_F3,User_002319_Q3,Mobil yang dimiliki User_002319 adalah Toyota berwarna Kuning.,Apa merek mobil User_002319?,Toyota
User_012879_F2,User_012879_Q2,User_012879 memiliki peliharaan Kura-kura bernama Rocky.,Siapa nama peliharaan User_012879?,Rocky
User_008320_F1,User_008320_Q1,User_008320 bekerja sebagai Insinyur.,Apa pekerjaan User_008320?,Insinyur
User_019809_F0,User_019809_Q0,User_019809 tinggal di kota Surabaya.,Di kota mana User_019809 tinggal?,Surabaya
User_004297_F3,User_004297_Q3,Mobil yang dimiliki User_004297 adalah Honda berwarna Merah.,Apa merek mobil User_004297?,Honda
User_020478_F1,User_020478_Q1,User_020478 bekerja sebagai Wartawan.,Apa pekerjaan User_020478?,Wartawan
User_007335_F1,User_007335_Q1,User_007335 bekerja sebagai Wartawan.,Apa pekerjaan User_007335?,Wartawan
User_012104_F2,User_012104_Q2,User_012104 memiliki peliharaan Anjing bernama Bubu.,Siapa nama peliharaan User_012104?,Bubu
User_022037_F4,User_022037_Q4,User_022037 baru membeli Ford warna Biru.,Apa warna mobil User_022037?,Biru
User_006158_F4,User_006158_Q4,User_006158 baru membeli Ford warna Hijau.,Apa warna mobil User_006158?,Hijau
User_022323_F2,User_022323_Q2,User_022323 memiliki peliharaan Ikan bernama Leo.,Siapa nama peliharaan User_022323?,Leo
User_003539_F3,User_003539_Q3,Mobil yang dimiliki User_003539 adalah Suzuki berwarna Putih.,Apa merek mobil User_003539?,Suzuki
